canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
container__autograph_capsule_team_kinguin_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Kinguin | Cologne 2015,Autograph Capsule | Team Kinguin | Cologne 2015,,,,,,Base Grade,,False,False,crate-4127,4127,,,Autograph Capsule
container__autograph_capsule_team_liquid_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Liquid | Atlanta 2017,Autograph Capsule | Team Liquid | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4341,4341,,,Autograph Capsule
container__autograph_capsule_team_liquid_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Liquid | Cluj-Napoca 2015,Autograph Capsule | Team Liquid | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4165,4165,,,Autograph Capsule
container__autograph_capsule_team_liquid_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Liquid | Cologne 2016,Autograph Capsule | Team Liquid | Cologne 2016,,,,,,Base Grade,,False,False,crate-4263,4263,,,Autograph Capsule
container__autograph_capsule_team_liquid_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team Liquid | MLG Columbus 2016,Autograph Capsule | Team Liquid | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4214,4214,,,Autograph Capsule
container__autograph_capsule_team_solomid_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team SoloMid | Cluj-Napoca 2015,Autograph Capsule | Team SoloMid | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4172,4172,,,Autograph Capsule
container__autograph_capsule_team_solomid_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Team SoloMid | Cologne 2015,Autograph Capsule | Team SoloMid | Cologne 2015,,,,,,Base Grade,,False,False,crate-4121,4121,,,Autograph Capsule
container__autograph_capsule_titan_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Titan | Cluj-Napoca 2015,Autograph Capsule | Titan | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4171,4171,,,Autograph Capsule
container__autograph_capsule_titan_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Titan | Cologne 2015,Autograph Capsule | Titan | Cologne 2015,,,,,,Base Grade,,False,False,crate-4120,4120,,,Autograph Capsule
container__autograph_capsule_vexed_gaming_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4163,4163,,,Autograph Capsule
container__autograph_capsule_virtuspro_atlanta_2017,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Virtus.Pro | Atlanta 2017,Autograph Capsule | Virtus.Pro | Atlanta 2017,,,,,,Base Grade,,False,False,crate-4342,4342,,,Autograph Capsule
container__autograph_capsule_virtuspro_cluj_napoca_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,,,,,,Base Grade,,False,False,crate-4168,4168,,,Autograph Capsule
container__autograph_capsule_virtuspro_cologne_2015,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Virtus.Pro | Cologne 2015,Autograph Capsule | Virtus.Pro | Cologne 2015,,,,,,Base Grade,,False,False,crate-4122,4122,,,Autograph Capsule
container__autograph_capsule_virtuspro_cologne_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Virtus.Pro | Cologne 2016,Autograph Capsule | Virtus.Pro | Cologne 2016,,,,,,Base Grade,,False,False,crate-4266,4266,,,Autograph Capsule
container__autograph_capsule_virtuspro_mlg_columbus_2016,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Autograph Capsule | Virtus.Pro | MLG Columbus 2016,Autograph Capsule | Virtus.Pro | MLG Columbus 2016,,,,,,Base Grade,,False,False,crate-4217,4217,,,Autograph Capsule
container__battlefield_2042_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Battlefield 2042 Sticker Capsule,Battlefield 2042 Sticker Capsule,,,,,,Base Grade,,False,False,crate-4789,4789,,,Sticker Capsule
container__berlin_2019_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Berlin 2019 Dust II Souvenir Package,Berlin 2019 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4662,4662,,,Souvenir
container__berlin_2019_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Berlin 2019 Inferno Souvenir Package,Berlin 2019 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4660,4660,,,Souvenir
container__berlin_2019_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Berlin 2019 Legends Autograph Capsule,Berlin 2019 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4657,4657,,,Autograph Capsule
container__berlin_2019_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Berlin 2019 Legends (Holo-Foil),Berlin 2019 Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4654,4654,,,Sticker Capsule
container__berlin_2019_minor_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Berlin 2019 Minor Challengers Autograph Capsule,Berlin 2019 Minor Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4659,4659,,,Autograph Capsule
container__berlin_2019_minor_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Berlin 2019 Minor Challengers (Holo-Foil),Berlin 2019 Minor Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4656,4656,,,Sticker Capsule
container__berlin_2019_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Berlin 2019 Mirage Souvenir Package,Berlin 2019 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4661,4661,,,Souvenir
container__berlin_2019_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Berlin 2019 Nuke Souvenir Package,Berlin 2019 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4665,4665,,,Souvenir
container__berlin_2019_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Berlin 2019 Overpass Souvenir Package,Berlin 2019 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4663,4663,,,Souvenir
container__berlin_2019_returning_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Berlin 2019 Returning Challengers Autograph Capsule,Berlin 2019 Returning Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4658,4658,,,Autograph Capsule
container__berlin_2019_returning_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Berlin 2019 Returning Challengers (Holo-Foil),Berlin 2019 Returning Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4655,4655,,,Sticker Capsule
container__berlin_2019_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Berlin 2019 Train Souvenir Package,Berlin 2019 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4664,4664,,,Souvenir
container__berlin_2019_vertigo_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Berlin 2019 Vertigo Souvenir Package,Berlin 2019 Vertigo Souvenir Package,,,,,,Base Grade,,False,False,crate-4666,4666,,,Souvenir
container__bestiary_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Bestiary Capsule,Bestiary Capsule,,,,,,Base Grade,,False,False,crate-4283,4283,,,Sticker Capsule
container__boston_2018_attending_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Boston 2018 Attending Legends Autograph Capsule,Boston 2018 Attending Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4479,4479,,,Autograph Capsule
container__boston_2018_attending_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Boston 2018 Attending Legends (Holo-Foil),Boston 2018 Attending Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4478,4478,,,Sticker Capsule
container__boston_2018_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Boston 2018 Cache Souvenir Package,Boston 2018 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4467,4467,,,Souvenir
container__boston_2018_cobblestone_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Boston 2018 Cobblestone Souvenir Package,Boston 2018 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,crate-4465,4465,,,Souvenir
container__boston_2018_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Boston 2018 Inferno Souvenir Package,Boston 2018 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4463,4463,,,Souvenir
container__boston_2018_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Boston 2018 Legends Autograph Capsule,Boston 2018 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4459,4459,,,Autograph Capsule
container__boston_2018_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Boston 2018 Legends (Holo-Foil),Boston 2018 Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4456,4456,,,Sticker Capsule
container__boston_2018_minor_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Boston 2018 Minor Challengers Autograph Capsule,Boston 2018 Minor Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4461,4461,,,Autograph Capsule
container__boston_2018_minor_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Boston 2018 Minor Challengers (Holo-Foil),Boston 2018 Minor Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4458,4458,,,Sticker Capsule
container__boston_2018_minor_challengers_with_flash_gaming_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,,,,,,Base Grade,,False,False,crate-4475,4475,,,Autograph Capsule
container__boston_2018_minor_challengers_with_flash_gaming_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Boston 2018 Minor Challengers with Flash Gaming (Holo-Foil),Boston 2018 Minor Challengers with Flash Gaming (Holo/Foil),,,,,,Base Grade,,False,False,crate-4474,4474,,,Sticker Capsule
container__boston_2018_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Boston 2018 Mirage Souvenir Package,Boston 2018 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4464,4464,,,Souvenir
container__boston_2018_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Boston 2018 Nuke Souvenir Package,Boston 2018 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4469,4469,,,Souvenir
container__boston_2018_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Boston 2018 Overpass Souvenir Package,Boston 2018 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4466,4466,,,Souvenir
container__boston_2018_returning_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Boston 2018 Returning Challengers Autograph Capsule,Boston 2018 Returning Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4460,4460,,,Autograph Capsule
container__boston_2018_returning_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Boston 2018 Returning Challengers (Holo-Foil),Boston 2018 Returning Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4457,4457,,,Sticker Capsule
container__boston_2018_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Boston 2018 Train Souvenir Package,Boston 2018 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4468,4468,,,Souvenir
container__broken_fang_sticker_collection,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Broken Fang Sticker Collection,Broken Fang Sticker Collection,,,,,,Base Grade,,False,False,crate-4729,4729,,,Sticker Capsule
container__budapest_2025_ancient_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Budapest 2025 Ancient Souvenir Highlight Package,Budapest 2025 Ancient Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5223_highlight,5223,,,Souvenir Highlight
container__budapest_2025_ancient_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Budapest 2025 Ancient Souvenir Package,Budapest 2025 Ancient Souvenir Package,,,,,,Base Grade,,False,False,crate-5223,5223,,,Souvenir
container__budapest_2025_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Budapest 2025 Challengers Autograph Capsule,Budapest 2025 Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-5231,5231,,,Autograph Capsule
container__budapest_2025_challengers_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Budapest 2025 Challengers Sticker Capsule,Budapest 2025 Challengers Sticker Capsule,,,,,,Base Grade,,False,False,crate-5217,5217,,,Sticker Capsule
container__budapest_2025_champions_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Budapest 2025 Champions Autograph Capsule,Budapest 2025 Champions Autograph Capsule,,,,,,Base Grade,,False,False,crate-5233,5233,,,Autograph Capsule
container__budapest_2025_contenders_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Budapest 2025 Contenders Autograph Capsule,Budapest 2025 Contenders Autograph Capsule,,,,,,Base Grade,,False,False,crate-5232,5232,,,Autograph Capsule
container__budapest_2025_contenders_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Budapest 2025 Contenders Sticker Capsule,Budapest 2025 Contenders Sticker Capsule,,,,,,Base Grade,,False,False,crate-5218,5218,,,Sticker Capsule
container__budapest_2025_dust_ii_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Budapest 2025 Dust II Souvenir Highlight Package,Budapest 2025 Dust II Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5222_highlight,5222,,,Souvenir Highlight
container__budapest_2025_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Budapest 2025 Dust II Souvenir Package,Budapest 2025 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-5222,5222,,,Souvenir
container__budapest_2025_inferno_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Budapest 2025 Inferno Souvenir Highlight Package,Budapest 2025 Inferno Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5219_highlight,5219,,,Souvenir Highlight
container__budapest_2025_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Budapest 2025 Inferno Souvenir Package,Budapest 2025 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-5219,5219,,,Souvenir
container__budapest_2025_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Budapest 2025 Legends Autograph Capsule,Budapest 2025 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-5230,5230,,,Autograph Capsule
container__budapest_2025_legends_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Budapest 2025 Legends Sticker Capsule,Budapest 2025 Legends Sticker Capsule,,,,,,Base Grade,,False,False,crate-5216,5216,,,Sticker Capsule
container__budapest_2025_mirage_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Budapest 2025 Mirage Souvenir Highlight Package,Budapest 2025 Mirage Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5220_highlight,5220,,,Souvenir Highlight
container__budapest_2025_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Budapest 2025 Mirage Souvenir Package,Budapest 2025 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-5220,5220,,,Souvenir
container__budapest_2025_nuke_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Budapest 2025 Nuke Souvenir Highlight Package,Budapest 2025 Nuke Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5224_highlight,5224,,,Souvenir Highlight
container__budapest_2025_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Budapest 2025 Nuke Souvenir Package,Budapest 2025 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-5224,5224,,,Souvenir
container__budapest_2025_overpass_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Budapest 2025 Overpass Souvenir Highlight Package,Budapest 2025 Overpass Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5221_highlight,5221,,,Souvenir Highlight
container__budapest_2025_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Budapest 2025 Overpass Souvenir Package,Budapest 2025 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-5221,5221,,,Souvenir
container__budapest_2025_train_souvenir_highlight_package,csgo_api_reference,container,Souvenir Highlight,Souvenir Highlight,Budapest 2025 Train Souvenir Highlight Package,Budapest 2025 Train Souvenir Highlight Package,,,,,,Highlight Base Grade,,False,False,crate-5225_highlight,5225,,,Souvenir Highlight
container__budapest_2025_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Budapest 2025 Train Souvenir Package,Budapest 2025 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-5225,5225,,,Souvenir
container__chicken_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Chicken Capsule,Chicken Capsule,,,,,,Base Grade,,False,False,crate-4477,4477,,,Sticker Capsule
container__chroma_2_case,csgo_api_reference,container,Case,Case,Chroma 2 Case,Chroma 2 Case,,,,,,Base Grade,,False,False,crate-4089,4089,,,Case
container__chroma_3_case,csgo_api_reference,container,Case,Case,Chroma 3 Case,Chroma 3 Case,,,,,,Base Grade,,False,False,crate-4233,4233,,,Case
container__chroma_case,csgo_api_reference,container,Case,Case,Chroma Case,Chroma Case,,,,,,Base Grade,,False,False,crate-4061,4061,,,Case
container__clutch_case,csgo_api_reference,container,Case,Case,Clutch Case,Clutch Case,,,,,,Base Grade,,False,False,crate-4471,4471,,,Case
container__collectible_pins_capsule_series_1,csgo_api_reference,container,Pins,Pins,Collectible Pins Capsule Series 1,Collectible Pins Capsule Series 1,,,,,,Base Grade,,False,False,crate-4235,4235,,,Pins
container__collectible_pins_capsule_series_2,csgo_api_reference,container,Pins,Pins,Collectible Pins Capsule Series 2,Collectible Pins Capsule Series 2,,,,,,Base Grade,,False,False,crate-4284,4284,,,Pins
container__collectible_pins_capsule_series_3,csgo_api_reference,container,Pins,Pins,Collectible Pins Capsule Series 3,Collectible Pins Capsule Series 3,,,,,,Base Grade,,False,False,crate-4481,4481,,,Pins
container__cologne_2016_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Cologne 2016 Cache Souvenir Package,Cologne 2016 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4278,4278,,,Souvenir
container__cologne_2016_challengers_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Cologne 2016 Challengers (Holo-Foil),Cologne 2016 Challengers (Holo/Foil),,,,,,Base Grade,,False,False,crate-4255,4255,,,Sticker Capsule
container__cologne_2016_cobblestone_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Cologne 2016 Cobblestone Souvenir Package,Cologne 2016 Cobblestone Souvenir Package,,,,,,Base Grade,,False,False,crate-4276,4276,,,Souvenir
container__cologne_2016_dust_ii_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Cologne 2016 Dust II Souvenir Package,Cologne 2016 Dust II Souvenir Package,,,,,,Base Grade,,False,False,crate-4274,4274,,,Souvenir
container__cologne_2016_legends_holofoil,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Cologne 2016 Legends (Holo-Foil),Cologne 2016 Legends (Holo/Foil),,,,,,Base Grade,,False,False,crate-4254,4254,,,Sticker Capsule
container__cologne_2016_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Cologne 2016 Mirage Souvenir Package,Cologne 2016 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4275,4275,,,Souvenir
container__cologne_2016_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Cologne 2016 Nuke Souvenir Package,Cologne 2016 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4280,4280,,,Souvenir
container__cologne_2016_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Cologne 2016 Overpass Souvenir Package,Cologne 2016 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4277,4277,,,Souvenir
container__cologne_2016_train_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Cologne 2016 Train Souvenir Package,Cologne 2016 Train Souvenir Package,,,,,,Base Grade,,False,False,crate-4279,4279,,,Souvenir
container__community_capsule_2018,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Community Capsule 2018,Community Capsule 2018,,,,,,Base Grade,,False,False,crate-4470,4470,,,Sticker Capsule
container__community_graffiti_box_1,csgo_api_reference,container,Graffiti,Graffiti,Community Graffiti Box 1,Community Graffiti Box 1,,,,,,Base Grade,,False,False,crate-4234,4234,,,Graffiti
container__community_sticker_capsule_1,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Community Sticker Capsule 1,Community Sticker Capsule 1,,,,,,Base Grade,,False,False,crate-4016,4016,,,Sticker Capsule
container__copenhagen_2024_ancient_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Copenhagen 2024 Ancient Souvenir Package,Copenhagen 2024 Ancient Souvenir Package,,,,,,Base Grade,,False,False,crate-4930,4930,,,Souvenir
container__copenhagen_2024_anubis_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Copenhagen 2024 Anubis Souvenir Package,Copenhagen 2024 Anubis Souvenir Package,,,,,,Base Grade,,False,False,crate-4928,4928,,,Souvenir
container__copenhagen_2024_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Copenhagen 2024 Challengers Autograph Capsule,Copenhagen 2024 Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4938,4938,,,Autograph Capsule
container__copenhagen_2024_challengers_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Copenhagen 2024 Challengers Sticker Capsule,Copenhagen 2024 Challengers Sticker Capsule,,,,,,Base Grade,,False,False,crate-4924,4924,,,Sticker Capsule
container__copenhagen_2024_champions_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Copenhagen 2024 Champions Autograph Capsule,Copenhagen 2024 Champions Autograph Capsule,,,,,,Base Grade,,False,False,crate-4940,4940,,,Autograph Capsule
container__copenhagen_2024_contenders_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Copenhagen 2024 Contenders Autograph Capsule,Copenhagen 2024 Contenders Autograph Capsule,,,,,,Base Grade,,False,False,crate-4939,4939,,,Autograph Capsule
container__copenhagen_2024_contenders_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Copenhagen 2024 Contenders Sticker Capsule,Copenhagen 2024 Contenders Sticker Capsule,,,,,,Base Grade,,False,False,crate-4925,4925,,,Sticker Capsule
container__copenhagen_2024_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Copenhagen 2024 Inferno Souvenir Package,Copenhagen 2024 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4926,4926,,,Souvenir
container__copenhagen_2024_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Copenhagen 2024 Legends Autograph Capsule,Copenhagen 2024 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4937,4937,,,Autograph Capsule
container__copenhagen_2024_legends_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Copenhagen 2024 Legends Sticker Capsule,Copenhagen 2024 Legends Sticker Capsule,,,,,,Base Grade,,False,False,crate-4923,4923,,,Sticker Capsule
container__copenhagen_2024_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Copenhagen 2024 Mirage Souvenir Package,Copenhagen 2024 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4927,4927,,,Souvenir
container__copenhagen_2024_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Copenhagen 2024 Nuke Souvenir Package,Copenhagen 2024 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4931,4931,,,Souvenir
container__copenhagen_2024_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Copenhagen 2024 Overpass Souvenir Package,Copenhagen 2024 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4929,4929,,,Souvenir
container__copenhagen_2024_vertigo_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Copenhagen 2024 Vertigo Souvenir Package,Copenhagen 2024 Vertigo Souvenir Package,,,,,,Base Grade,,False,False,crate-4932,4932,,,Souvenir
container__cs20_case,csgo_api_reference,container,Case,Case,CS20 Case,CS20 Case,,,,,,Base Grade,,False,False,crate-4669,4669,,,Case
container__cs20_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,CS20 Sticker Capsule,CS20 Sticker Capsule,,,,,,Base Grade,,False,False,crate-4670,4670,,,Sticker Capsule
container__csgo_graffiti_box,csgo_api_reference,container,Graffiti,Graffiti,CS:GO Graffiti Box,CS:GO Graffiti Box,,,,,,Base Grade,,False,False,crate-4285,4285,,,Graffiti
container__csgo_patch_pack,csgo_api_reference,container,Patch Capsule,Patch Capsule,CS:GO Patch Pack,CS:GO Patch Pack,,,,,,Base Grade,,False,False,crate-4610,4610,,,Patch Capsule
container__csgo_weapon_case,csgo_api_reference,container,Case,Case,CS:GO Weapon Case,CS:GO Weapon Case,,,,,,Base Grade,,False,False,crate-4001,4001,,,Case
container__csgo_weapon_case_2,csgo_api_reference,container,Case,Case,CS:GO Weapon Case 2,CS:GO Weapon Case 2,,,,,,Base Grade,,False,False,crate-4004,4004,,,Case
container__csgo_weapon_case_3,csgo_api_reference,container,Case,Case,CS:GO Weapon Case 3,CS:GO Weapon Case 3,,,,,,Base Grade,,False,False,crate-4010,4010,,,Case
container__danger_zone_case,csgo_api_reference,container,Case,Case,Danger Zone Case,Danger Zone Case,,,,,,Base Grade,,False,False,crate-4548,4548,,,Case
container__deluge_music_kit_box,csgo_api_reference,container,Music Kit Box,Music Kit Box,Deluge Music Kit Box,Deluge Music Kit Box,,,,,,Base Grade,,False,False,crate-7019,7019,,,Music Kit Box
container__dreamhack_2013_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack 2013 Souvenir Package,DreamHack 2013 Souvenir Package,,,,,,Base Grade,,False,False,crate-4006,4006,,,Souvenir
container__dreamhack_2014_cache_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,DreamHack 2014 Cache Souvenir Package,DreamHack 2014 Cache Souvenir Package,,,,,,Base Grade,,False,False,crate-4035,4035,,,Souvenir
