canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
container__nightmode_music_kit_box,csgo_api_reference,container,Music Kit Box,Music Kit Box,NIGHTMODE Music Kit Box,NIGHTMODE Music Kit Box,,,,,,Base Grade,,False,False,crate-4914,4914,,,Music Kit Box
container__operation_bravo_case,csgo_api_reference,container,Case,Case,Operation Bravo Case,Operation Bravo Case,,,,,,Base Grade,,False,False,crate-4003,4003,,,Case
container__operation_breakout_weapon_case,csgo_api_reference,container,Case,Case,Operation Breakout Weapon Case,Operation Breakout Weapon Case,,,,,,Base Grade,,False,False,crate-4018,4018,,,Case
container__operation_broken_fang_case,csgo_api_reference,container,Case,Case,Operation Broken Fang Case,Operation Broken Fang Case,,,,,,Base Grade,,False,False,crate-4717,4717,,,Case
container__operation_hydra_case,csgo_api_reference,container,Case,Case,Operation Hydra Case,Operation Hydra Case,,,,,,Base Grade,,False,False,crate-4352,4352,,,Case
container__operation_phoenix_weapon_case,csgo_api_reference,container,Case,Case,Operation Phoenix Weapon Case,Operation Phoenix Weapon Case,,,,,,Base Grade,,False,False,crate-4011,4011,,,Case
container__operation_riptide_case,csfloat,container,Container,Container,Operation Riptide Case,Operation Riptide Case,,,,,,Base Grade,,False,False,956977571306802281,48944967945,375.0,USD,container
container__operation_riptide_patch_collection,csgo_api_reference,container,Patch Capsule,Patch Capsule,Operation Riptide Patch Collection,Operation Riptide Patch Collection,,,,,,Base Grade,,False,False,crate-4795,4795,,,Patch Capsule
container__operation_riptide_sticker_collection,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Operation Riptide Sticker Collection,Operation Riptide Sticker Collection,,,,,,Base Grade,,False,False,crate-4783,4783,,,Sticker Capsule
container__operation_vanguard_weapon_case,csgo_api_reference,container,Case,Case,Operation Vanguard Weapon Case,Operation Vanguard Weapon Case,,,,,,Base Grade,,False,False,crate-4029,4029,,,Case
container__operation_wildfire_case,csgo_api_reference,container,Case,Case,Operation Wildfire Case,Operation Wildfire Case,,,,,,Base Grade,,False,False,crate-4187,4187,,,Case
container__pallet_of_presents,csgo_api_reference,container,container,container,Pallet of Presents,Pallet of Presents,,,,,,Base Grade,,False,False,crate-1211,1211,,,
container__paris_2023_ancient_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Paris 2023 Ancient Souvenir Package,Paris 2023 Ancient Souvenir Package,,,,,,Base Grade,,False,False,crate-4897,4897,,,Souvenir
container__paris_2023_anubis_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Paris 2023 Anubis Souvenir Package,Paris 2023 Anubis Souvenir Package,,,,,,Base Grade,,False,False,crate-4895,4895,,,Souvenir
container__paris_2023_challengers_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Paris 2023 Challengers Autograph Capsule,Paris 2023 Challengers Autograph Capsule,,,,,,Base Grade,,False,False,crate-4901,4901,,,Autograph Capsule
container__paris_2023_challengers_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Paris 2023 Challengers Sticker Capsule,Paris 2023 Challengers Sticker Capsule,,,,,,Base Grade,,False,False,crate-4891,4891,,,Sticker Capsule
container__paris_2023_champions_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Paris 2023 Champions Autograph Capsule,Paris 2023 Champions Autograph Capsule,,,,,,Base Grade,,False,False,crate-4903,4903,,,Autograph Capsule
container__paris_2023_contenders_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Paris 2023 Contenders Autograph Capsule,Paris 2023 Contenders Autograph Capsule,,,,,,Base Grade,,False,False,crate-4902,4902,,,Autograph Capsule
container__paris_2023_contenders_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Paris 2023 Contenders Sticker Capsule,Paris 2023 Contenders Sticker Capsule,,,,,,Base Grade,,False,False,crate-4892,4892,,,Sticker Capsule
container__paris_2023_inferno_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Paris 2023 Inferno Souvenir Package,Paris 2023 Inferno Souvenir Package,,,,,,Base Grade,,False,False,crate-4893,4893,,,Souvenir
container__paris_2023_legends_autograph_capsule,csgo_api_reference,container,Autograph Capsule,Autograph Capsule,Paris 2023 Legends Autograph Capsule,Paris 2023 Legends Autograph Capsule,,,,,,Base Grade,,False,False,crate-4900,4900,,,Autograph Capsule
container__paris_2023_legends_sticker_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Paris 2023 Legends Sticker Capsule,Paris 2023 Legends Sticker Capsule,,,,,,Base Grade,,False,False,crate-4890,4890,,,Sticker Capsule
container__paris_2023_mirage_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Paris 2023 Mirage Souvenir Package,Paris 2023 Mirage Souvenir Package,,,,,,Base Grade,,False,False,crate-4894,4894,,,Souvenir
container__paris_2023_nuke_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Paris 2023 Nuke Souvenir Package,Paris 2023 Nuke Souvenir Package,,,,,,Base Grade,,False,False,crate-4898,4898,,,Souvenir
container__paris_2023_overpass_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Paris 2023 Overpass Souvenir Package,Paris 2023 Overpass Souvenir Package,,,,,,Base Grade,,False,False,crate-4896,4896,,,Souvenir
container__paris_2023_vertigo_souvenir_package,csgo_api_reference,container,Souvenir,Souvenir,Paris 2023 Vertigo Souvenir Package,Paris 2023 Vertigo Souvenir Package,,,,,,Base Grade,,False,False,crate-4899,4899,,,Souvenir
container__perfect_world_graffiti_box,csgo_api_reference,container,Graffiti,Graffiti,Perfect World Graffiti Box,Perfect World Graffiti Box,,,,,,Base Grade,,False,False,crate-4286,4286,,,Graffiti
container__perfect_world_sticker_capsule_1,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Perfect World Sticker Capsule 1,Perfect World Sticker Capsule 1,,,,,,Base Grade,,False,False,crate-4404,4404,,,Sticker Capsule
container__perfect_world_sticker_capsule_2,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Perfect World Sticker Capsule 2,Perfect World Sticker Capsule 2,,,,,,Base Grade,,False,False,crate-4405,4405,,,Sticker Capsule
container__pinups_capsule,csgo_api_reference,container,Sticker Capsule,Sticker Capsule,Pinups Capsule,Pinups Capsule,,,,,,Base Grade,,False,False,crate-4183,4183,,,Sticker Capsule
